Mapped_Country,Year,CO2_Emission,TSE_Subsidy,GSSE_Subsidy,PSE_Subsidy
Argentina,1986,32595.959658333333,,,
Argentina,1987,31645.706674999998,,,
Argentina,1988,32317.893616666668,,,
Argentina,1989,32426.495191666665,,,
Argentina,1990,49144.686514583336,,,
Argentina,1991,50787.8752452381,,,
Argentina,1992,51580.24809047618,,,
Argentina,1993,51037.294752380956,,,
Argentina,1994,50107.50225208333,,,
Argentina,1995,51380.43783023256,,,
Argentina,1996,51682.353613953484,,,
Argentina,1997,50422.20650816327,149.8441,143.4721,6.372
Argentina,1998,51399.37076046511,64.473,178.4339,-113.961
Argentina,1999,52999.87633023256,-55.6958,149.2982,-204.994
Argentina,2000,50906.446161224485,76.1481,157.4578,-81.3097
Argentina,2001,59687.90580930233,-60.6433,165.7407,-226.384
Argentina,2002,60126.275513953486,-2313.6153,57.2762,-2370.8914
Argentina,2003,63606.26148139535,-2035.7639,65.999,-2101.7629
Argentina,2004,66080.70340232557,-3707.9249,73.9004,-3781.8254
Argentina,2005,66611.55737209303,-3536.3929,117.7271,-3654.1199
Argentina,2006,68100.20069767442,-3429.4443,170.9887,-3600.4329
Argentina,2007,68538.53285581396,-4576.8746,190.9783,-4962.1446
Argentina,2008,69457.04773488372,-5972.904,224.2229,-6948.9263
Argentina,2009,66130.44784418606,-4754.8496,240.2187,-5408.2871
Argentina,2010,64467.4819877551,-6285.6049,391.4431,-7362.8525
Argentina,2011,60411.82179302326,-10149.4354,452.7081,-10602.1434
Argentina,2012,60504.97660612244,-7488.8976,515.0018,-8003.8994
Argentina,2013,62404.08370232558,-10715.7488,531.8336,-11247.5824
Argentina,2014,62495.98502325582,-12177.6851,473.1053,-12650.7905
Argentina,2015,62793.559741860474,-10477.0168,675.1575,-11152.1743
Argentina,2016,57426.555813953484,-4456.6097,483.8963,-4940.506
Argentina,2017,58840.40669534884,-5028.8963,537.8331,-5566.7294
Argentina,2018,57958.10446511628,-7207.9466,316.846,-7524.7925
Argentina,2019,58342.027360465116,-7845.6652,261.0909,-8106.7561
Argentina,2020,57611.70690465116,-5635.3533,231.3113,-5866.6646
Argentina,2021,59122.38259767442,-12612.2122,224.528,-12836.7402
Argentina,2022,61316.43676046512,-12655.2292,385.7221,-13040.9513
Australia,1986,32085.759875,1623.9502,95.2966,1528.6536
Australia,1987,31255.49634166666,1144.3129,85.1286,1059.1843
Australia,1988,31685.708333333332,1366.5203,86.4385,1280.0818
Australia,1989,33000.26634166667,1457.476,136.7952,1320.6808
Australia,1990,61768.49992033898,1291.8286,127.5753,1164.2533
Australia,1991,61132.83143050848,1188.3597,156.0101,1032.3496
Australia,1992,58987.57637627119,1286.6222,143.1035,1143.5187
Australia,1993,58348.212955932206,1310.4276,152.4871,1157.9405
Australia,1994,58447.33411864407,1387.9682,173.7787,1214.1895
Australia,1995,57250.0667,1301.305,322.187,979.118
Australia,1996,57059.595559322035,1395.1997,313.9686,1081.2311
Australia,1997,57409.336462711864,1252.9043,479.1683,773.736
Australia,1998,58727.74444915254,1074.1533,366.8268,707.3265
Australia,1999,63989.00316271186,1015.8102,374.9246,640.8855
Australia,2000,66667.87691864406,993.9461,383.2344,744.4164
Australia,2001,68629.86704915254,1056.3482,397.9252,780.5305
Australia,2002,67487.00702881356,1254.5262,425.0557,952.5711
Australia,2003,56669.745593220345,1226.8733,529.1674,822.8317
Australia,2004,62299.970047457624,1261.782,630.1649,763.4511
Australia,2005,57781.13155762712,1470.9718,710.8703,899.0539
Australia,2006,63660.625386440675,1626.0109,744.9753,1023.3231
Australia,2007,62780.327099999995,1900.0383,680.058,1367.0818
Australia,2008,58205.81595084746,1604.84,627.0461,1117.8402
Australia,2009,59926.449237288136,1184.021,604.1042,720.0761
Australia,2010,56274.01386610169,1736.5869,752.4071,984.1799
Australia,2011,61757.189562711865,2093.8993,931.9481,1161.9511
Australia,2012,61001.536491525425,1882.4556,1072.9975,809.4582
Australia,2013,49382.518301694916,1838.8963,952.8916,886.0047
Australia,2014,51672.527489830514,1764.9814,1049.9628,715.0186
Australia,2015,50343.57194745763,1629.3717,924.4524,704.9193
Australia,2016,47260.832693220334,1859.1962,1120.6999,738.4963
Australia,2017,53179.10576949153,2485.3876,1376.7738,1108.6138
Australia,2018,53139.558600000004,2164.0348,1225.8,938.2348
Australia,2019,49590.37996779661,1979.9342,914.1775,1065.7567
Australia,2020,46935.92301206896,2206.0636,1289.225,916.8386
Australia,2021,62996.68908139535,2401.1232,1357.5158,1043.6074
Australia,2022,64214.745095348844,2711.7099,1191.0537,1520.6561
Brazil,1986,85724.908525,,,
Brazil,1987,88083.42513333332,,,
Brazil,1988,90034.95523333333,,,
Brazil,1989,92477.36536666668,,,
Brazil,1990,297266.6640612245,,,
Brazil,1991,298053.8339387755,,,
Brazil,1992,302837.13858163264,,,
Brazil,1993,305483.27006530616,,,
Brazil,1994,295150.428184,,,
Brazil,1995,330597.1396612245,-3634.7197,2343.4026,-5978.1224
Brazil,1996,328738.373584,-78.5431,2643.1646,-2725.0561
Brazil,1997,326663.26895399997,663.9574,3243.2151,-2613.5785
Brazil,1998,336649.21898199996,4087.4716,2914.3843,1119.9247
Brazil,1999,337191.18650799996,-282.8677,1617.6292,-1904.6133
Brazil,2000,323478.92791764706,5293.7947,1479.188,3780.8554
Brazil,2001,359742.637408,4061.3301,1541.7413,2458.2811
Brazil,2002,378560.327184,4150.5891,1041.5852,3100.5759
Brazil,2003,401204.454652,4876.4014,763.8002,4112.6012
Brazil,2004,412377.741722,4396.8591,1235.3226,3148.6733
Brazil,2005,391466.21517399995,6464.1766,1565.6494,4745.8554
Brazil,2006,368760.114124,7385.6164,1907.3287,4689.6634
Brazil,2007,367926.79478399997,7774.9714,1819.4746,5294.436
Brazil,2008,370040.870974,7771.013,2173.3021,4989.8469
Brazil,2009,350232.296054,10239.9409,2397.661,6833.3321
Brazil,2010,341535.89861960785,11955.3818,2933.3948,7260.2957
Brazil,2011,242091.650246,13989.9633,2985.5522,9569.2434
Brazil,2012,221865.19800980392,11935.8414,2928.4387,7615.0332
Brazil,2013,247840.363472,9091.2041,2960.9672,4891.8017
Brazil,2014,249550.429532,8112.5317,2852.1443,4074.1649
Brazil,2015,232110.521,5977.8148,1792.1349,3167.2665
Brazil,2016,258272.4499068182,7850.8182,2013.4568,4946.5795
Brazil,2017,261311.95169767443,6469.9583,2014.7457,3340.8521
Brazil,2018,255617.98847674418,5146.3273,1884.213,2266.6294
Brazil,2019,259786.50781162793,4819.1535,1866.7255,2055.8124
Brazil,2020,262681.9685604651,4033.9558,1237.5692,2061.3551
Brazil,2021,268999.0967372093,7627.8426,1197.4911,5775.387
Brazil,2022,272428.53055348835,9903.3456,1435.1961,7698.7879
Canada,1986,13018.498618181819,7203.0964,1109.3165,6008.1475
Canada,1987,12723.889836363638,6474.7758,969.1666,5503.975
Canada,1988,12473.973718181818,5573.2272,1060.6814,4507.517
Canada,1989,12935.83780909091,5730.3457,1331.3876,4394.7025
Canada,1990,55180.89591851852,6446.4906,1191.0641,4714.3169
Canada,1991,54559.90837777778,6989.4001,1376.0955,5609.9982
Canada,1992,56070.25443703704,5175.53,1171.4496,4004.0702
Canada,1993,56810.52016666667,4551.9014,1156.4615,3395.4399
Canada,1994,57982.56988333333,4005.1009,1054.4548,2950.6461
Canada,1995,58655.62314,3875.2048,1018.8309,2856.3739
Canada,1996,59899.90279272727,3673.299,1034.5448,2628.7031
Canada,1997,60405.28210545455,3442.8318,1044.0363,2398.7956
Canada,1998,61921.47219454545,3643.7221,970.0837,2673.6383
Canada,1999,62302.65887272727,4162.6851,1196.9979,2965.6872
Canada,2000,63708.047887272725,5598.5059,1299.5616,4298.9442
Canada,2001,79774.65643818182,5198.4842,1400.1864,3797.1714
Canada,2002,80318.54983090909,6002.6193,1408.9929,4593.6264
Canada,2003,82442.85835272727,6361.4996,1544.5638,4762.8282
Canada,2004,85066.17432407408,5408.4025,1305.5464,4102.8562
Canada,2005,84478.99504545455,6458.9925,1773.6061,4685.3698
Canada,2006,84621.85401090908,6250.0388,1582.6269,4667.3767
Canada,2007,85519.93548727273,6185.4058,1747.2838,4432.0024
Canada,2008,83738.34445636364,5070.0325,1371.0014,3699.0311
Canada,2009,80735.52063999999,5815.2729,1442.2976,4372.9664
Canada,2010,81218.27415272727,6602.5687,1729.7511,4872.435
Canada,2011,68672.96572727273,6738.8279,1784.3771,4953.5218
Canada,2012,68917.88248545455,7084.751,1824.9026,5258.2223
Canada,2013,70161.66627454545,5404.7362,1727.7124,3674.3151
Canada,2014,71410.06114545454,4716.4464,1570.7153,3143.5098
Canada,2015,71738.96693818181,5181.7923,1569.9842,3611.7578
Canada,2016,65518.12146545454,5409.1987,1536.5338,3872.6649
Canada,2017,67761.64841818181,4757.4246,1539.0399,3218.3847
Canada,2018,68784.87865272728,4678.4522,1425.1811,3253.2712
Canada,2019,68472.39835636363,5536.1029,1465.1122,4053.5745
Canada,2020,66179.35975740741,5883.3492,1531.7882,4220.0113
Canada,2021,86413.80926428571,8078.7354,1642.0567,6335.0198
Canada,2022,87447.92101190476,6935.3592,1995.1613,4874.4303
Chile,1986,2762.2693,,,
Chile,1987,2864.3657,,,
Chile,1988,2925.037291666667,,,
Chile,1989,2912.941316666667,,,
Chile,1990,3805.2364127659575,,,
Chile,1991,5164.40048292683,,,
Chile,1992,5388.555885365854,,,
Chile,1993,4895.675740425532,,,
Chile,1994,4502.359956249999,,,
Chile,1995,6388.098852380952,277.7163,20.7266,256.9897
Chile,1996,7117.882507142857,319.1848,68.9268,250.258
Chile,1997,7980.746636585366,436.4067,107.7265,328.6801
Chile,1998,7837.428133333333,576.0524,120.8947,455.1577
Chile,1999,8276.001835714285,568.5537,131.3932,437.1604
Chile,2000,6103.943491666666,696.1138,128.4329,567.6809
Chile,2001,5774.2955560975615,390.7178,110.2427,280.4751
Chile,2002,5930.657658536585,449.2623,96.4601,352.8022
Chile,2003,5724.906904651163,272.1926,74.2939,197.8987
Chile,2004,6231.317893023256,279.4526,79.1273,200.3253
Chile,2005,6495.941404651163,338.3636,103.3227,235.0408
Chile,2006,6030.060020408163,342.8446,114.8931,227.9515
Chile,2007,7144.456069767442,350.0189,132.476,217.5429
Chile,2008,7363.365413953488,340.6652,156.3985,184.2667
Chile,2009,6859.695853488372,471.4338,223.8763,247.5575
Chile,2010,5312.184395918367,478.2732,261.8115,216.4617
Chile,2011,3898.0317906976743,542.0386,286.5134,255.5252
Chile,2012,4143.2369139534885,590.6956,277.53,313.1656
Chile,2013,2190.4849408163263,614.9127,299.3042,315.6086
Chile,2014,3261.023865116279,621.4331,310.8816,310.5515
Chile,2015,3605.4481279069773,719.9701,359.3471,360.6231
Chile,2016,4246.477663265306,689.5394,364.2157,325.3238
Chile,2017,6444.505574418606,749.8967,383.1876,366.7091
Chile,2018,3299.903756,721.2132,392.9439,328.2692
Chile,2019,7143.072334883721,739.001,406.3751,332.6259
Chile,2020,6305.991565116279,630.1736,356.7076,273.466
Chile,2021,7001.8691860465115,702.396,379.5143,322.8817
Chile,2022,6816.890725581395,724.3711,392.0456,332.3254
China,1986,144632.43040833334,,,
China,1987,154161.25000833333,,,
China,1988,158568.32434999998,,,
China,1989,163974.77698333334,,,
China,1990,393337.0016116279,,,
China,1991,406916.2206744186,,,
China,1992,415584.4223883721,,,
China,1993,428431.4889162791,,,
China,1994,431315.51195217395,,,
China,1995,491253.0267023256,13394.7709,3525.3864,9648.514
China,1996,511423.4963255814,5785.033,4309.9387,1285.0131
China,1997,500943.3080860465,9349.4535,5744.9201,3405.6629
China,1998,495803.74020697677,13016.1785,9320.9021,3504.6695
China,1999,513956.7770744186,6326.6522,9267.9532,-3244.0233
China,2000,522386.0638627907,23180.5769,12829.9578,10043.9034
China,2001,531909.9528232558,28703.2086,14142.2943,14468.7799
China,2002,562349.2034558139,33912.2165,11771.7651,22119.9406
China,2003,628042.2633395349,34390.3306,10987.4315,23389.2121
China,2004,677252.6901093023,32377.1899,11757.592,20607.1528
China,2005,707872.1720066667,38374.5391,11203.0566,27162.3505
China,2006,796638.3099232558,55605.5722,12653.1876,42942.991
China,2007,839075.5537046511,61073.0386,13205.2781,47859.9198
China,2008,877828.4502023256,35891.4536,13295.1859,22585.0488
China,2009,913025.7719209301,79960.7767,16860.6126,63089.4157
China,2010,917501.7773130436,100650.1292,15635.4624,85014.6668
China,2011,1023064.2950906976,89476.9285,16085.5429,73391.3856
China,2012,994865.1597739131,156992.9438,21038.2589,135954.6849
China,2013,1071731.7979372093,179075.7689,23567.4172,155508.3517
China,2014,1015026.9463108695,186417.3195,27089.9331,159327.3864
China,2015,1073320.3941697674,240530.0223,40852.8594,199677.1629
China,2016,1071550.0730069766,225162.2277,34125.5594,191036.6683
China,2017,1091411.9909255812,214405.4582,33960.2304,180445.2278
China,2018,1118747.0418093025,187800.4714,30366.8168,157433.6547
China,2019,1144716.6903976745,200491.3586,26380.2066,174111.152
China,2020,1167512.6210744185,251922.8844,31029.6116,220893.2727
China,2021,1205636.4966534884,273510.0128,27341.2704,246168.7424
China,2022,1208592.451555814,294419.7702,30155.7981,264263.9721
Colombia,1986,14960.819258333335,,,
Colombia,1987,15290.877416666664,,,
Colombia,1988,15581.953691666668,,,
Colombia,1989,15952.101708333334,,,
Colombia,1990,33989.652659183674,,,
Colombia,1991,29792.533128301886,,,
Colombia,1992,31960.443494117644,,,
Colombia,1993,31759.640859615385,,,
Colombia,1994,32051.50951111111,,,
Colombia,1995,32010.055935294116,2547.6972,229.1022,2318.5949
Colombia,1996,31582.000901923075,2965.591,287.5825,2678.0085
Colombia,1997,31989.24267115385,3441.117,236.8892,3204.2277
Colombia,1998,32176.67079615385,3355.4537,183.4928,3171.9609
Colombia,1999,30918.304640384617,3166.3523,110.372,3055.9803
Colombia,2000,31627.87836181818,2552.3233,110.5764,2441.7469
Colombia,2001,30345.2087,2936.5948,246.7601,2689.8347
Colombia,2002,30378.01139615385,3576.1566,147.5802,3428.5764
Colombia,2003,30871.11479423077,1471.6904,64.1698,1407.5205
Colombia,2004,31293.718352727275,1734.0139,106.3556,1627.6582
Colombia,2005,31197.582442307692,2664.9071,226.53,2438.377
Colombia,2006,31330.2335,2174.1847,200.3983,1973.7864
Colombia,2007,31879.45673269231,2173.7949,255.8323,1917.9626
Colombia,2008,32042.944849999996,3164.0777,266.4425,2897.6352
Colombia,2009,32580.72540192308,3522.7303,364.6643,3158.0659
Colombia,2010,33330.3756076923,3727.3117,301.6393,3425.6725
Colombia,2011,29154.649242307692,4006.6549,524.19,3482.4649
Colombia,2012,28826.319734615387,5552.5088,799.6059,4752.9029
Colombia,2013,29169.05378076923,5050.3781,861.5601,4188.818
Colombia,2014,29871.910965384617,4547.0172,610.0229,3936.9943
Colombia,2015,34271.35695348837,4442.3725,593.6537,3848.7188
Colombia,2016,39120.65289534884,3933.4896,380.7508,3552.7388
Colombia,2017,39353.109355813955,2774.4524,478.5602,2295.8921
Colombia,2018,40259.96523023256,3336.7607,479.202,2857.5587
Colombia,2019,41330.314253488374,3607.8218,384.9101,3222.9117
Colombia,2020,41515.1506627907,2632.9648,269.4772,2363.4877
Colombia,2021,42681.81320232558,1292.3379,435.8163,856.5216
Colombia,2022,43286.10606744186,1452.4699,257.2093,1195.2606
Costa Rica,1986,1435.51425,,,
Costa Rica,1987,1432.1811916666666,,,
Costa Rica,1988,1394.07305,,,
Costa Rica,1989,1385.9735416666665,,,
Costa Rica,1990,1980.8898083333333,,,
Costa Rica,1991,2092.9648309523814,,,
Costa Rica,1992,2136.940307142857,,,
Costa Rica,1993,2158.522495238095,,,
Costa Rica,1994,2199.944226190476,,,
Costa Rica,1995,2065.6203095238097,83.4523,7.7261,75.7262
Costa Rica,1996,2009.5749583333334,43.343,4.2353,39.1076
Costa Rica,1997,2074.4027214285716,72.8899,5.8,67.0899
Costa Rica,1998,2129.4582238095236,77.6414,5.9336,71.7078
Costa Rica,1999,2083.3530476190476,132.5577,4.5439,128.0138
Costa Rica,2000,1922.0923770833333,208.1202,21.5025,186.6177
Costa Rica,2001,1543.1189833333333,204.0524,24.3937,179.6587
Costa Rica,2002,1560.8394357142859,223.6901,21.0463,202.6438
Costa Rica,2003,1605.8699404761905,144.8932,17.2346,127.6586
Costa Rica,2004,1565.8442547619047,121.1598,15.6052,105.5546
Costa Rica,2005,1505.58053125,136.3941,15.6473,120.7468
Costa Rica,2006,1595.9084523809524,188.0716,16.8143,171.2572
Costa Rica,2007,1755.4152690476192,94.4024,20.285,74.1174
Costa Rica,2008,1798.3028404761903,132.9452,21.8396,111.1057
Costa Rica,2009,1739.307973809524,173.7082,34.579,139.1292
Costa Rica,2010,1771.7552238095238,333.8359,43.2235,290.6124
Costa Rica,2011,1155.4918214285713,402.9575,40.2151,362.7425
Costa Rica,2012,1132.0687357142856,280.0365,45.6362,234.4003
Costa Rica,2013,1189.790630952381,297.8028,52.3139,245.489
Costa Rica,2014,1162.0933571428573,240.1301,50.8055,189.3247
Costa Rica,2015,1164.3789761904761,421.8286,75.9218,345.9068
Costa Rica,2016,1263.0408166666666,335.1817,70.2612,264.9205
Costa Rica,2017,1294.3923071428571,231.8773,62.6617,169.2156
Costa Rica,2018,1347.1758214285715,238.3031,58.0414,180.2617
Costa Rica,2019,1353.8118523809524,359.5382,57.3216,302.2166
Costa Rica,2020,1193.3675047619047,335.6887,56.7555,278.9332
Costa Rica,2021,1399.4727880952382,252.3795,62.5579,189.8216
Costa Rica,2022,1450.914788095238,198.1395,62.8908,135.2487
European Union (27),1986,135436.23407500001,97814.3274,7538.5125,85787.1505
European Union (27),1987,132707.558575,104215.4312,8890.605,90833.8557
European Union (27),1988,132504.68899999998,95166.2182,8281.2751,82318.9591
European Union (27),1989,131367.6154,82675.1998,9799.5524,68519.9381
European Union (27),1990,329966.7945948276,99018.8639,13297.1308,80653.1361
European Union (27),1991,321540.386387931,115071.0013,12982.5898,96800.8153
European Union (27),1992,320992.5555896552,103172.7059,11234.8033,86312.4697
European Union (27),1993,327884.00378793105,99861.0164,7368.5025,87653.6835
European Union (27),1994,323247.0588965517,97499.2705,5862.8196,87384.5276
European Union (27),1995,326096.6231844828,102037.5587,7722.6985,90716.6701
European Union (27),1996,332044.0886379311,101343.7443,8580.068,88365.6606
European Union (27),1997,327170.14908448275,98581.133,9636.1513,84906.8485
European Union (27),1998,325739.59854482755,105105.1044,8824.1721,92195.098
European Union (27),1999,321227.6738862069,111122.3324,8776.5681,98352.94
European Union (27),2000,323759.6658862069,98923.9194,8430.547,86659.7116
European Union (27),2001,324153.8553706897,97092.0109,9454.1655,83900.8889
European Union (27),2002,322306.810225862,102817.7156,9367.3876,89491.4144
European Union (27),2003,326032.9978017241,103361.7973,8661.9224,90813.2126
European Union (27),2004,325724.2834172414,116338.4526,11300.9407,101775.136
European Union (27),2005,322503.09615862067,108403.6298,11956.8169,93595.632
European Union (27),2006,322761.01212931034,105899.1363,11575.7916,93151.062
European Union (27),2007,322350.90817068965,99342.7877,11801.1417,86449.9723
European Union (27),2008,314453.02401896555,99262.1787,14193.4674,84424.8692
European Union (27),2009,295960.10851896554,95605.7999,11542.87,83341.2662
European Union (27),2010,302564.9975793103,88413.1176,11807.5346,75726.469
European Union (27),2011,277282.8890086207,90019.1079,12420.7588,76775.2588
European Union (27),2012,272276.4903827586,97914.1857,13073.4354,84563.2723
European Union (27),2013,268595.4512241379,102595.3746,12293.7503,89503.656
European Union (27),2014,261446.73249310345,88952.5132,11219.5848,77353.0569
European Union (27),2015,264479.9614775862,94384.5675,11650.4057,82430.8502
European Union (27),2016,287115.2448103448,91079.8408,10360.8454,80352.6076
European Union (27),2017,290720.1484465517,92849.4267,10314.9347,82198.3427
European Union (27),2018,285783.6658844828,98813.8129,10806.2903,87655.2336
European Union (27),2019,276689.2043275862,99831.6129,11274.9607,88281.4323
European Union (27),2020,260154.58476551724,98087.0945,12748.5141,84898.463
European Union (27),2021,351465.71581627906,88687.0249,12155.2332,76154.0967
European Union (27),2022,344365.9387883721,96406.1038,12295.5965,83807.7532
Iceland,1986,192.98963999999998,200.0791,13.2522,161.9641
Iceland,1987,183.28375,233.3336,12.1424,187.3539
Iceland,1988,181.86317,258.8068,21.9838,173.7965
Iceland,1989,181.96289,245.901,15.4102,161.7904
Iceland,1990,692.2429980769231,220.1192,17.0783,139.5561
Iceland,1991,681.594151923077,242.339,17.1266,159.4897
Iceland,1992,624.8786634615385,223.2251,13.59,145.0441
Iceland,1993,643.6840557692308,152.3658,12.0273,125.5886
Iceland,1994,646.116301923077,120.8307,10.5673,104.7183
Iceland,1995,632.8030884615384,112.2106,9.7874,96.613
Iceland,1996,660.1644096153846,115.9706,10.3859,101.9069
Iceland,1997,655.1088480769231,131.841,13.3357,114.955
Iceland,1998,658.0391999999999,173.8269,14.2366,155.9693
Iceland,1999,658.7457057692308,182.8103,17.3843,162.0742
Iceland,2000,660.1887903846153,174.6451,14.9062,155.4831
Iceland,2001,654.8266653846154,148.1088,10.4111,135.4549
Iceland,2002,670.8923634615385,175.5592,11.8257,160.6104
Iceland,2003,667.6670057692307,161.0558,12.0386,145.3276
Iceland,2004,652.1692226415095,169.5947,12.7928,153.2625
Iceland,2005,652.0866830188679,219.4415,14.8713,199.2809
Iceland,2006,649.1581407407408,199.4893,12.7851,183.4793
Iceland,2007,677.718751851852,171.5404,11.7001,156.4951
Iceland,2008,689.2977111111111,137.7513,8.2661,126.782
Iceland,2009,689.8343796296296,101.4129,5.4965,93.7977
Iceland,2010,678.514024074074,102.7209,5.7382,94.6911
Iceland,2011,679.9962452830189,107.4185,5.1178,99.884
Iceland,2012,664.3992277777777,121.601,5.6956,113.356
Iceland,2013,675.0645574074074,116.3809,5.8514,110.1391
Iceland,2014,672.205962962963,155.0053,6.3267,148.2571
Iceland,2015,685.2672629629631,188.1855,7.1907,180.543
Iceland,2016,684.1816132075472,221.6168,10.0369,211.0743
Iceland,2017,669.1183944444443,239.1234,9.8729,228.6838
Iceland,2018,676.1872584905659,218.9836,9.6302,208.959
Iceland,2019,671.3372660377358,210.9434,9.217,201.4789
Iceland,2020,551.6268905660378,182.0893,8.2722,173.597
